"","Date_reported","Country_code","Country","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","stay_home_requirements","New_infectious","lag_infectious","stay_home_diff_07","stay_home_diff_05","stay_home_diff_03","lag_stay_home","lag_stay_home_diff_07","lag_stay_home_diff_05","lag_stay_home_diff_03","lag_stay_home_diff_01","New_infec_07ma","lag_infec_07ma","New_infec_05ma","lag_infec_05ma","New_infec_03ma","lag_infec_03ma","delta_infectious","delta_infec_07ma","delta_infec_05ma","delta_infec_03ma"
"41",2020-11-10,"FR","France","Europe",19571,1772551,546,40665,"2",-32585,339293,"0","0","0","2","0","0","0","0",-3045.14285714286,337558.571428571,-1583.2,347858.8,-19114.6666666667,345458.666666667,-9.60379377116534,-0.902107993956604,-0.455127195287283,-5.53312697322207
"42",2020-11-11,"FR","France","Europe",22166,1794717,1220,41885,"2",-14088,325205,"0","0","0","2","0","0","0","0",-9938,327620.571428571,-17443.6,330415.2,-17169.6666666667,328289,-4.33203671530265,-3.0333870540137,-5.27929707834264,-5.23004629051435
"43",2020-11-12,"FR","France","Europe",34971,1829688,318,42203,"2",-4836,320369,"0","0","0","2","0","0","0","0",-25509.2857142857,302111.285714286,-22631.8,307783.4,-14654,313635,-1.5095093470342,-8.44367189195656,-7.35315809754522,-4.67231016946451
"44",2020-11-13,"FR","France","Europe",32978,1862666,425,42628,"2",-25038,295331,"0","0","0","2","0","0","0","0",-25627.1428571429,276484.142857143,-27061.8,280721.6,-22162,291473,-8.47794508534492,-9.26893766576125,-9.64008469601199,-7.60344868993011
"45",2020-11-14,"FR","France","Europe",23620,1886286,931,43559,"2",-36612,258719,"0","0","0","2","0","0","0","0",-22468.8571428571,254015.285714286,-26543.4,254178.2,-38795,252678,-14.1512606341243,-8.84547442870423,-10.4428310531745,-15.3535329549862
"46",2020-11-15,"FR","France","Europe",32059,1918345,354,43913,"2",-54735,203984,"0","0","0","2","0","0","0","0",-17123.1428571429,236892.142857143,-27671.6,226506.6,-34281,218397,-26.8329869009334,-7.22824431854159,-12.2166859597027,-15.6966441846729
"47",2020-11-16,"FR","France","Europe",27123,1945468,302,44215,"2",-11496,192488,"0","0","0","2","0","0","0","0",-17475.7142857143,219416.428571429,-17997.6,208509,-25569.3333333333,192827.666666667,-5.97232035243755,-7.96463345953389,-8.6315698602938,-13.2601995218528
"48",2020-11-17,"FR","France","Europe",9094,1954562,504,44719,"2",-10477,182011,"0","0","0","2","0","0","0","0",-15591.4285714286,203825,-12136,196373,453,193280.666666667,-5.7562455016455,-7.6494191445743,-6.18007567231748,0.234374191590123
"49",2020-11-18,"FR","France","Europe",45498,2000060,1219,45938,"2",23332,205343,"0","0","0","2","0","0","0","0",-10500.8571428571,193324.142857143,-3558.6,192814.4,1850.33333333333,195131,11.3624520923528,-5.43173604065415,-1.84560904164834,0.948251858153411
"50",2020-11-19,"FR","France","Europe",27667,2027727,413,46351,"2",-7304,198039,"0","0","0","2","0","0","0","0",-4710.85714285714,188613.285714286,-1455,191359.4,1393.33333333333,196524.333333333,-3.68816243265215,-2.49762742058013,-0.760349374005144,0.708987691091688
"51",2020-11-20,"FR","France","Europe",21130,2048857,429,46780,"2",-11848,186191,"0","0","0","2","0","0","0","0",-5063.71428571429,183549.571428571,-2200.6,189158.8,-6710,189814.333333333,-6.36335805704894,-2.75877205612808,-1.16336115475463,-3.53503335715778
"52",2020-11-21,"FR","France","Europe",22642,2071499,1137,47917,"2",-978,185213,"0","0","0","2","0","0","0","0",-4273.28571428571,179276.285714286,-9660.2,179498.6,-9010.33333333333,180804,-0.528040688288619,-2.3836313304126,-5.38176899429856,-4.98348119141907
"53",2020-11-22,"FR","France","Europe",17854,2089353,253,48170,"2",-14205,171008,"0","0","0","2","0","0","0","0",-12803.5714285714,166472.714285714,-9188.2,170310.4,-9716.33333333333,171087.666666667,-8.30662892964072,-7.69109309204683,-5.3949729435196,-5.67915474133144
"54",2020-11-23,"FR","France","Europe",13157,2102510,214,48384,"2",-13966,157042,"0","0","0","2","0","0","0","0",-13484.2857142857,152988.428571429,-14094.6,156215.8,-11038.3333333333,160049.333333333,-8.89316233873741,-8.81392523617566,-9.02251884892565,-6.89683181019186
"55",2020-11-24,"FR","France","Europe",4150,2106660,499,48883,"2",-4944,152098,"0","0","0","2","0","0","0","0",-12875.8571428571,140112.571428571,-16312.8,139903,-18430,141619.333333333,-3.25053583873555,-9.18965158627553,-11.6600787688613,-13.0137598915402
"56",2020-11-25,"FR","France","Europe",9118,2115778,1005,49888,"2",-36380,115718,"0","0","0","2","0","0","0","0",-14197.1428571429,125915.428571429,-14989.6,124913.4,-17797.6666666667,123821.666666667,-31.4384970358976,-11.2751415916352,-11.999993595563,-14.3736287402582
"57",2020-11-26,"FR","France","Europe",15598,2131376,371,50259,"2",-12069,103649,"0","0","0","2","0","0","0","0",-12935.7142857143,112979.714285714,-14241.8,110671.6,-18679.3333333333,105142.333333333,-11.6441065519204,-11.4495901919181,-12.8685227285049,-17.7657587968056
"58",2020-11-27,"FR","France","Europe",13541,2144917,339,50598,"2",-7589,96060,"0","0","0","2","0","0","0","0",-11438.7142857143,101541,-14328,96343.6,-9961.66666666667,95180.6666666667,-7.90027066416823,-11.2651188049303,-14.8717714513471,-10.466061034804
"59",2020-11-28,"FR","France","Europe",12415,2157332,956,51554,"2",-10227,85833,"0","0","0","2","0","0","0","0",-10783.2857142857,90757.7142857143,-7749.4,88594.2,-7730.33333333333,87450.3333333333,-11.9149977281465,-11.8813985115787,-8.74707373620395,-8.83968423981612
"60",2020-11-29,"FR","France","Europe",12479,2169811,213,51767,"2",-5375,80458,"0","0","0","2","0","0","0","0",-5746,85011.7142857143,-5406.8,83187.4,-6363,81087.3333333333,-6.68050411394765,-6.75906849812295,-6.4995419979468,-7.84709490179313
"61",2020-11-30,"FR","France","Europe",9670,2179481,198,51965,"2",-3487,76971,"0","0","0","2","0","0","0","0",-4259,80752.7142857143,-4112.8,79074.6,-3072.66666666667,78014.6666666667,-4.53027763703213,-5.27412612402237,-5.2011644700068,-3.93857565244142
"62",2020-10-01,"DE","Germany","Europe",2503,291722,12,9500,"0",360,13652,"0","0","0","0","0","0","0","0",338.857142857143,13814.1428571429,246.6,13721.4,303,13705.3333333333,2.6369762672136,2.45297262639738,1.79719270628362,2.21081817297402
"63",2020-10-02,"DE","Germany","Europe",2673,294395,8,9508,"0",520,14172,"0","0","0","0","0","0","0","0",327.428571428571,14141.5714285714,366.8,14088.2,312,14017.3333333333,3.66920688681908,2.3153620026063,2.6035973367783,2.22581565680586
"64",2020-10-03,"DE","Germany","Europe",2563,296958,19,9527,"0",56,14228,"0","0","0","0","0","0","0","0",367.714285714286,14509.2857142857,399,14487.2,481.666666666667,14499,0.393590104020242,2.53433761630483,2.75415539234635,3.32206818861071
"65",2020-10-04,"DE","Germany","Europe",2279,299237,2,9529,"0",869,15097,"0","0","0","0","0","0","0","0",510.714285714286,15020,437,14924.2,371.666666666667,14870.6666666667,5.75611048552693,3.40022826707248,2.92813015102987,2.49932753519233
"66",2020-10-05,"DE","Germany","Europe",1382,300619,5,9534,"0",190,15287,"0","0","0","0","0","0","0","0",681.428571428571,15701.4285714286,539,15463.2,536.333333333333,15407,1.24288611238307,4.33991447547994,3.48569506958456,3.48110166374592
"67",2020-10-06,"DE","Germany","Europe",2639,303258,12,9546,"0",550,15837,"0","0","0","0","0","0","0","0",870.428571428571,16571.8571428571,838.8,16302,590,15997,3.47287996463977,5.25245036766291,5.14538093485462,3.68819153591298
"68",2020-10-07,"DE","Germany","Europe",2828,306086,16,9562,"0",1030,16867,"0","0","0","0","0","0","0","0",1170.71428571429,17742.5714285714,1033.6,17335.6,1045,17042,6.10659868382048,6.59833491682636,5.96229723805348,6.13190940030513
"69",2020-10-08,"DE","Germany","Europe",4058,310144,16,9578,"0",1555,18422,"0","0","0","0","0","0","0","0",1218.57142857143,18961.1428571429,1427.2,18762.8,1476,18518,8.4409944631419,6.42667711409801,7.60654060161596,7.97062317744897
"70",2020-10-09,"DE","Germany","Europe",4516,314660,11,9589,"0",1843,20265,"0","0","0","0","0","0","0","0",1346.42857142857,20307.5714285714,1558,20320.8,1852,20370,9.09449790278806,6.63018015799878,7.66702098342585,9.09180166912126
"71",2020-10-10,"DE","Germany","Europe",4721,319381,15,9604,"0",2158,22423,"0","0","0","0","0","0","0","0",1479.71428571429,21787.2857142857,1569,21889.8,1735,22105,9.62404673772466,6.79164125866331,7.16772195269029,7.84890296313051
"72",2020-10-11,"DE","Germany","Europe",3483,322864,11,9615,"0",1204,23627,"0","0","0","0","0","0","0","0",1661.71428571429,23449,1554.6,23444.4,1482.33333333333,23587.3333333333,5.0958649003259,7.08650384116289,6.63100783129447,6.28444645431164
"73",2020-10-12,"DE","Germany","Europe",2467,325331,6,9621,"0",1085,24712,"0","0","0","0","0","0","0","0",1808.14285714286,25257.1428571429,1646.8,25091.2,1257.33333333333,24844.6666666667,4.39057947555843,7.15893665158371,6.56325723759725,5.06077763168487
"74",2020-10-13,"DE","Germany","Europe",4122,329453,13,9634,"0",1483,26195,"0","0","0","0","0","0","0","0",1947.42857142857,27204.5714285714,1731.2,26822.4,1624,26468.6666666667,5.66138576064134,7.15846076289699,6.45430684800763,6.13555650706496
"75",2020-10-14,"DE","Germany","Europe",5132,334585,43,9677,"0",2304,28499,"0","0","0","0","0","0","0","0",2083.28571428571,29287.8571428571,2054,28876.4,2122.33333333333,28591,8.08449419277869,7.11313806306856,7.11307503705448,7.42308185559558
"76",2020-10-15,"DE","Germany","Europe",6638,341223,33,9710,"1",2580,31079,"1","1","1","0","0","0","0","0",2211.85714285714,31499.7142857143,2458.8,31335.2,2567.33333333333,31158.3333333333,8.30142539978764,7.02183239757277,7.84676657560826,8.23963626638139
"77",2020-10-16,"DE","Germany","Europe",7334,348557,24,9734,"1",2818,33897,"1","1","1","0","0","0","0","0",2322.28571428571,33822,2583,33918.2,2835.66666666667,33994,8.31342006667257,6.86619867034981,7.61538053316509,8.34166813751446
"78",2020-10-17,"DE","Germany","Europe",7830,356387,33,9767,"1",3109,37006,"1","1","1","0","0","0","0","0",2502.71428571429,36324.7142857143,2493.8,36412,2677,36671,8.40134032319083,6.88983887396617,6.84884104141492,7.30004635815767
"79",2020-10-18,"DE","Germany","Europe",5587,361974,10,9777,"1",2104,39110,"1","1","0","0","0","0","0","0",2525.42857142857,38850.1428571429,2527,38939,2357,39028,5.37969828688315,6.50043574026203,6.48963763835743,6.03925386901712
"80",2020-10-19,"DE","Germany","Europe",4325,366299,12,9789,"1",1858,40968,"1","1","0","0","0","0","0","0",2821,41671.1428571429,2456,41395,2236,41264,4.535247022066,6.7696727437281,5.93308370576157,5.41876696393951
"81",2020-10-20,"DE","Germany","Europe",6868,373167,47,9836,"1",2746,43714,"1","0","0","0","0","0","0","0",2976.71428571429,44647.8571428571,2764,44159,2355.66666666667,43619.6666666667,6.28174040353205,6.66709328555202,6.25919971013836,5.40046920731474
"82",2020-10-21,"DE","Germany","Europe",7595,380762,39,9875,"1",2463,46177,"1","0","0","0","0","0","0","0",3516,48163.8571428571,3124.8,47283.8,3286,46905.6666666667,5.33382419819391,7.30007978715516,6.60860590730863,7.00555014674844
"83",2020-10-22,"DE","Germany","Europe",11287,392049,30,9905,"2",4649,50826,"1","1","1","0","0","0","0","0",4013.85714285714,52177.7142857143,4130,51413.8,3673.33333333333,50579,9.14689332231535,7.69266572483052,8.03286277225181,7.26256615064223
"84",2020-10-23,"DE","Germany","Europe",11242,403291,49,9954,"2",3908,54734,"1","1","1","0","0","0","0","0",4371.28571428571,56549,4698.6,56112.4,5147,55726,7.13998611466365,7.73008490740016,8.37355023132142,9.23626314467215
"85",2020-10-24,"DE","Germany","Europe",14714,418005,49,10003,"2",6884,61618,"1","1","1","0","0","0","0","0",4627.71428571429,61176.7142857143,5078,61190.4,5460.33333333333,61186.3333333333,11.1720601123048,7.56450283371124,8.29868737579751,8.92410614570792
"86",2020-10-25,"DE","Germany","Europe",11176,429181,29,10032,"2",5589,67207,"1","1","0","0","0","0","0","0",5328.57142857143,66505.2857142857,5056.4,66246.8,5611,66797.3333333333,8.3160980255033,8.01225251698576,7.63267055918172,8.40003592957803
"87",2020-10-26,"DE","Germany","Europe",8685,437866,24,10056,"2",4360,71567,"1","1","0","0","0","0","0","0",5448.28571428571,71953.5714285714,5748.6,71995.4,4830,71627.3333333333,6.09219332932776,7.57194619546334,7.98467679879548,6.74323582245139
"88",2020-10-27,"DE","Germany","Europe",11409,449275,42,10098,"2",4541,76108,"1","0","0","0","0","0","0","0",5952.71428571429,77906.2857142857,5469.2,77464.6,5423.33333333333,77050.6666666667,5.96652125926315,7.64086521535031,7.06025720135391,7.03865854502665
"89",2020-10-28,"DE","Germany","Europe",14964,464239,85,10183,"2",7369,83477,"1","0","0","0","0","0","0","0",5590,83496.2857142857,5839.2,83303.8,5799,82849.6666666667,8.82758124992513,6.69490858447082,7.00952417536775,6.99942466073088
"90",2020-10-29,"DE","Germany","Europe",16774,481013,89,10272,"2",5487,88964,"0","0","0","1","1","1","1","1",5220.28571428571,88716.5714285714,5836.2,89140,6765,89614.6666666667,6.16766332449081,5.88422842567663,6.54722907785506,7.54898751692431
"91",2020-10-30,"DE","Germany","Europe",18681,499694,77,10349,"2",7439,96403,"0","0","0","1","1","1","1","0",5084.85714285714,93801.4285714286,5528.2,94668.2,5757,95371.6666666667,7.71656483719386,5.42087388251778,5.83955330300988,6.03638397148
"92",2020-10-31,"DE","Germany","Europe",19059,518753,103,10452,"2",4345,100748,"0","0","0","1","1","1","1","0",4999.42857142857,98800.8571428571,4736.8,99405,4928.33333333333,100300,4.31274069956724,5.06010647680905,4.76515265831699,4.91359255566633
"93",2020-11-01,"DE","Germany","Europe",14177,532930,29,10481,"2",3001,103749,"0","0","0","1","1","1","0","0",4268.14285714286,103069,4428,103833,3586,103886,2.89255800055904,4.1410539125662,4.26454017508884,3.45186069345244
"94",2020-11-02,"DE","Germany","Europe",12097,545027,49,10530,"1",3412,107161,"-1","-1","-1","1","1","1","0","0",3943.71428571429,107012.714285714,3390.2,107223.2,3452,107338,3.18399417698603,3.68527638237913,3.16181572644726,3.21600924183421
"95",2020-11-03,"DE","Germany","Europe",15352,560379,131,10661,"1",3943,111104,"-1","-1","-1","1","1","0","0","0",3284.57142857143,110297.285714286,3164.4,110387.6,3201.66666666667,110539.666666667,3.54892713133641,2.97792589119535,2.86662632397117,2.89639616547906
"96",2020-11-04,"DE","Germany","Europe",17214,577593,151,10812,"1",2250,113354,"-1","-1","-1","1","1","0","0","0",3283.85714285714,113581.142857143,3129.2,113516.8,3136.33333333333,113676,1.98493215942975,2.89119924333516,2.75659638044765,2.75901099029992
"97",2020-11-05,"DE","Germany","Europe",19990,597583,118,10930,"1",3216,116570,"-1","-1","0","2","1","1","1","1",3118,116699.142857143,3314.8,116831.6,2763.66666666667,116439.666666667,2.75885733893798,2.67182767898895,2.83724608753111,2.3734752475531
"98",2020-11-06,"DE","Germany","Europe",21506,619089,166,11096,"1",2825,119395,"-1","-1","0","2","1","1","1","0",2811.42857142857,119510.571428571,2894.2,119725.8,3460.33333333333,119900,2.36609573265212,2.35245178549656,2.41735699406477,2.88601612454823
"99",2020-11-07,"DE","Germany","Europe",23399,642488,130,11226,"1",4340,123735,"-1","0","0","2","1","1","1","0",2245.28571428571,121755.857142857,2697.4,122423.2,3001.66666666667,122901.666666667,3.50749585808381,1.84408846274336,2.20334054329572,2.44233194559336
"100",2020-11-08,"DE","Germany","Europe",16017,658505,63,11289,"1",1840,125575,"-1","0","0","2","1","1","0","0",2105.71428571429,123861.571428571,2050.2,124473.4,2482,125383.666666667,1.46525980489747,1.70005455398942,1.6470988982385,1.97952418044881
"101",2020-11-09,"DE","Germany","Europe",13363,671868,63,11352,"1",1266,126841,"0","0","0","2","1","1","0","0",1914.28571428571,125775.857142857,1739.8,126213.2,1028.66666666667,126412.333333333,0.998099983443839,1.52198184752695,1.37846120691021,0.813739165745958
"102",2020-11-10,"DE","Germany","Europe",15332,687200,154,11506,"1",-20,126821,"0","0","0","2","1","0","0","0",1801.57142857143,127577.428571429,1247,127460.2,839.666666666667,127252,-0.0157702588687993,1.41213963061088,0.97834461267125,0.65984555580004
"103",2020-11-11,"DE","Germany","Europe",18487,705687,261,11767,"1",1273,128094,"0","0","0","2","1","0","0","0",1047.57142857143,128625,1286.2,128746.4,1043,128295,0.99380142707699,0.814438428432598,0.999018224975611,0.812970107954324
"104",2020-11-12,"DE","Germany","Europe",21866,727553,215,11982,"1",1876,129970,"0","0","0","2","0","0","0","0",917.571428571429,129542.571428571,845.4,129591.8,1728.33333333333,130023.333333333,1.44341001769639,0.708316515916444,0.652356090431648,1.32924859640577
"105",2020-11-13,"DE","Germany","Europe",23542,751095,218,12200,"1",2036,132006,"0","0","0","2","0","0","0","0",374,129916.571428571,1035.4,130627.2,991.333333333333,131014.666666667,1.54235413541809,0.287877055165073,0.792637368021362,0.756658287621742
"106",2020-11-14,"DE","Germany","Europe",22461,773556,178,12378,"1",-938,131068,"0","0","0","2","0","0","0","0",246.428571428571,130163,273,130900.2,676,131690.666666667,-0.715659047212134,0.189323057572867,0.208555831083528,0.513324153572007
"107",2020-11-15,"DE","Germany","Europe",16947,790503,107,12485,"1",930,131998,"0","0","0","2","0","0","0","0",-67.7142857142857,130095.285714286,-284.8,130615.4,-849,130841.666666667,0.704556129638328,-0.0520497613287843,-0.218044732856922,-0.648875867779122
"108",2020-11-16,"DE","Germany","Europe",10824,801327,62,12547,"1",-2539,129459,"0","0","0","1","-1","-1","-1","-1",-229.571428571429,129865.714285714,-877.2,129738.2,-840.666666666667,130001,-1.96123869333148,-0.176776010384353,-0.676130854289639,-0.646661692345956
"109",2020-11-17,"DE","Germany","Europe",14419,815746,267,12814,"1",-913,128546,"0","0","0","1","-1","-1","-1","0",-505.285714285714,129360.428571429,-541,129197.2,-1459.33333333333,128541.666666667,-0.710251583090878,-0.390602999592501,-0.41873972500952,-1.13529983792545
"110",2020-11-18,"DE","Germany","Europe",17561,833307,305,13119,"1",-926,127620,"0","0","0","1","-1","-1","-1","0",-299.428571428571,129061,-705.8,128491.4,-365.333333333333,128176.333333333,-0.725591600062686,-0.232005463640117,-0.549297462709567,-0.285024016394082
"111",2020-11-19,"DE","Germany","Europe",22609,855916,251,13370,"1",743,128363,"0","0","0","1","-1","-1","0","0",-604.571428571429,128456.428571429,-97.4,128394,-25.6666666666667,128150.666666667,0.578827232146335,-0.470643186405618,-0.0758602426904684,-0.0200285081102452
"112",2020-11-20,"DE","Germany","Europe",23648,879564,260,13630,"1",106,128469,"0","0","0","1","-1","-1","0","0",-236.142857142857,128220.285714286,-156,128238,450.666666666667,128601.333333333,0.0825101775525613,-0.184169654456282,-0.12164880924531,0.350437009465946
"113",2020-11-21,"DE","Germany","Europe",22964,902528,254,13884,"1",503,128972,"0","0","0","1","-1","0","0","0",-229.285714285714,127991,37.2,128275.2,-199,128402.333333333,0.390007133331266,-0.179142060211823,0.0290001496781919,-0.154981607291664
"114",2020-11-22,"DE","Germany","Europe",15741,918269,138,14022,"1",-1206,127766,"0","0","0","1","-1","0","0","0",56.1428571428571,128047.142857143,-284.4,127990.8,-221,128181.333333333,-0.943913091119703,0.0438454587038256,-0.222203470874469,-0.172411999667138
"115",2020-11-23,"DE","Germany","Europe",10864,929133,90,14112,"1",40,127806,"0","0","0","1","0","0","0","0",-98.7142857142857,127948.428571429,-91.2,127899.6,-677,127504.333333333,0.0312974351751874,-0.0771516202398511,-0.071305930589306,-0.53096234637777
"116",2020-11-24,"DE","Germany","Europe",13554,942687,249,14361,"1",-865,126941,"0","0","0","1","0","0","0","0",-234.142857142857,127714.285714286,-260,127639.6,82.3333333333333,127586.666666667,-0.681418926903049,-0.183333333333333,-0.203698538698022,0.06453129898631
"117",2020-11-25,"DE","Germany","Europe",18633,961320,410,14771,"1",1072,128013,"0","0","0","1","0","0","0","0",-487.285714285714,127227,-187.2,127452.4,-44.6666666666667,127542,0.837414950044136,-0.383004955147661,-0.146878364000992,-0.0350211433619252
"118",2020-11-26,"DE","Germany","Europe",22268,983588,389,15160,"1",-341,127672,"0","0","0","1","0","0","0","0",-476.428571428571,126750.571428571,-449,127003.4,-37,127505,-0.267090669841469,-0.375878835147545,-0.35353384240107,-0.0290184698639269
"119",2020-11-27,"DE","Germany","Europe",22806,1006394,426,15586,"1",-842,126830,"0","0","0","1","0","0","0","0",-438.571428571429,126312,-502,126501.4,-817.333333333333,126687.666666667,-0.663880785303162,-0.347212797336301,-0.396833552830245,-0.645156197788261
"120",2020-11-28,"DE","Germany","Europe",21695,1028089,379,15965,"1",-1269,125561,"0","0","0","1","0","0","0","0",-307.857142857143,126004.142857143,-655.4,125846,-1080.33333333333,125607.333333333,-1.01066413934263,-0.244323032462651,-0.520795257695914,-0.860087786806503
"121",2020-11-29,"DE","Germany","Europe",14611,1042700,158,16123,"1",-1130,124431,"0","0","0","1","0","0","0","0",-655.714285714286,125348.428571429,-577.2,125268.8,-698,124909.333333333,-0.908133825172184,-0.523113287647346,-0.460769161994048,-0.558805320125531
"122",2020-11-30,"DE","Germany","Europe",11169,1053869,125,16248,"1",305,124736,"0","0","0","1","0","0","0","0",-638.714285714286,124709.714285714,-681.4,124587.4,-258.333333333333,124651,0.244516418676244,-0.512160812309271,-0.546925291000535,-0.207245295531791
"123",2020-10-01,"IT","Italy","Europe",1850,314861,19,35894,"0",210,12324,"0","0","0","0","0","0","0","0",444.571428571429,12773.7142857143,391.8,12611,409.333333333333,12508,1.70399221032132,3.48036145656258,3.10681151375783,3.27257222044558
"124",2020-10-02,"IT","Italy","Europe",2548,317409,24,35918,"0",762,13086,"0","0","0","0","0","0","0","0",535,13308.7142857143,557.8,13168.8,519.666666666667,13027.6666666667,5.82301696469509,4.01992249975848,4.23576939432598,3.98894660082389
"125",2020-10-03,"IT","Italy","Europe",2499,319908,23,35941,"0",587,13673,"0","0","0","0","0","0","0","0",623.428571428571,13932.1428571429,669,13837.8,774.333333333333,13802,4.29313245081548,4.47475006408613,4.83458353206435,5.6102980244409
"126",2020-10-04,"IT","Italy","Europe",2843,322751,27,35968,"0",974,14647,"0","0","0","0","0","0","0","0",734,14666.1428571429,779.6,14617.4,791,14593,6.64982590291527,5.00472419469526,5.33336981953015,5.42040704447338
"127",2020-10-05,"IT","Italy","Europe",2578,325329,18,35986,"0",812,15459,"0","0","0","0","0","0","0","0",965,15631.1428571429,833.2,15450.6,849.666666666667,15442.6666666667,5.25260366129763,6.17357290390978,5.39267083478959,5.50207218097047
"128",2020-10-06,"IT","Italy","Europe",2257,327586,16,36002,"0",763,16222,"0","0","0","0","0","0","0","0",1129,16760.1428571429,1081.2,16531.8,868.333333333333,16311,4.70348908889163,6.73621943215622,6.54012267266722,5.32360574663315
"129",2020-10-07,"IT","Italy","Europe",2677,330263,28,36030,"0",1030,17252,"0","0","0","0","0","0","0","0",1455.57142857143,18215.7142857143,1268.4,17800.2,1206.66666666667,17517.6666666667,5.97032228147461,7.99074582385695,7.12576263188054,6.88828420832303
"130",2020-10-08,"IT","Italy","Europe",3677,333940,31,36061,"0",1827,19079,"0","0","0","0","0","0","0","0",1728,19943.7142857143,1680.6,19480.8,1589,19106.6666666667,9.57597358352115,8.66438405226136,8.62695577183689,8.31646894626657
"131",2020-10-09,"IT","Italy","Europe",4458,338398,22,36083,"0",1910,20989,"0","0","0","0","0","0","0","0",2023.14285714286,21966.8571428571,2104.2,21585,2203.33333333333,21310,9.1000047644004,9.20997866916394,9.74843641417651,10.3394337556703
"132",2020-10-10,"IT","Italy","Europe",5372,343770,28,36111,"0",2873,23862,"0","0","0","0","0","0","0","0",2251.57142857143,24218.4285714286,2473.8,24058.8,2554.66666666667,23864.6666666667,12.0400636996061,9.29693444779359,10.2823083445558,10.7048076654468
"133",2020-10-11,"IT","Italy","Europe",5724,349494,29,36140,"0",2881,26743,"0","0","0","0","0","0","0","0",2564.57142857143,26783,2580.8,26639.6,2877.33333333333,26742,10.7729125378604,9.57537030419082,9.68783315064791,10.7596041183656
"134",2020-10-12,"IT","Italy","Europe",5456,354950,26,36166,"0",2878,29621,"0","0","0","0","0","0","0","0",2825.71428571429,29608.7142857143,2843,29482.6,2707,29449,9.71607980824415,9.54352241859298,9.64297585694613,9.19216272199396
"135",2020-10-13,"IT","Italy","Europe",4619,359569,39,36205,"0",2362,31983,"0","0","0","0","0","0","0","0",3173.57142857143,32782.2857142857,2999.4,32482,2820.33333333333,32269.3333333333,7.38517337335459,9.68075092820164,9.23403731297334,8.73998016692835
"136",2020-10-14,"IT","Italy","Europe",5898,365467,41,36246,"0",3221,35204,"0","0","0","0","0","0","0","0",3425.57142857143,36207.8571428571,3292.2,35774.2,3079.33333333333,35348.6666666667,9.1495284626747,9.46085103864591,9.20272151438746,8.71131395809366
"137",2020-10-15,"IT","Italy","Europe",7332,372799,43,36289,"0",3655,38859,"0","0","0","0","0","0","0","0",3757,39964.8571428571,3644,39418.2,3740.33333333333,39089,9.40580045806634,9.4007592384738,9.24446068059932,9.56876188527037
"138",2020-10-16,"IT","Italy","Europe",8803,381602,83,36372,"0",4345,43204,"0","0","0","0","0","0","0","0",4238.57142857143,44203.4285714286,4211.8,43630,4212.33333333333,43301.3333333333,10.0569391722989,9.5887843218367,9.65344946137978,9.72795294987067
"139",2020-10-17,"IT","Italy","Europe",10009,391611,55,36427,"0",4637,47841,"0","0","0","0","0","0","0","0",4575.14285714286,48778.5714285714,4817.4,48447.4,4727.66666666667,48029,9.69252314959972,9.37941133401669,9.94356766307376,9.84335852644583
"140",2020-10-18,"IT","Italy","Europe",10925,402536,47,36474,"0",5201,53042,"0","0","0","0","0","0","0","0",4825.42857142857,53604,5030,53477.4,5362.33333333333,53391.3333333333,9.80543720070887,9.00199345464624,9.40584246803322,10.0434527451397
"141",2020-10-19,"IT","Italy","Europe",11705,414241,69,36543,"0",6249,59291,"0","0","0","0","0","0","0","0",5427.14285714286,59031.1428571429,5155.6,58633,5389.33333333333,58780.6666666667,10.5395422576782,9.19369436955796,8.7930005287125,9.16854748159826
"142",2020-10-20,"IT","Italy","Europe",9337,423578,73,36616,"0",4718,64009,"0","0","0","0","0","0","0","0",5845.71428571429,64876.8571428571,5801.6,64434.6,5313.33333333333,64094,7.37083847583934,9.01047699157525,9.00385817557648,8.28990753164623
"143",2020-10-21,"IT","Italy","Europe",10871,434449,89,36705,"0",4973,68982,"0","0","0","0","0","0","0","0",6488.14285714286,71365,6216.4,70651,5852.66666666667,69946.6666666667,7.20912701864254,9.09149142737036,8.79874311757795,8.36732748760961
"144",2020-10-22,"IT","Italy","Europe",15199,449648,127,36832,"0",7867,76849,"0","0","0","0","0","0","0","0",6990.14285714286,78355.1428571429,6793.4,77444.4,6705,76651.6666666667,10.2369581907377,8.92110281757419,8.77197060084396,8.74736361462025
"145",2020-10-23,"IT","Italy","Europe",16078,465726,136,36968,"2",7275,84124,"2","2","2","0","0","0","0","0",7464.28571428571,85819.4285714286,7592.8,85037.2,8092,84743.6666666667,8.64794826684418,8.69766419858307,8.9287982200731,9.54879617355869
"146",2020-10-24,"IT","Italy","Europe",19143,484869,91,37059,"2",9134,93258,"2","2","2","0","0","0","0","0",7886,93705.4285714286,8511.8,93549,8374.66666666667,93118.3333333333,9.79433399815565,8.41573441392327,9.0987610770826,8.9935744840794
"147",2020-10-25,"IT","Italy","Europe",19640,504509,151,37210,"2",8715,101973,"2","2","2","0","0","0","0","0",8763.85714285714,102469.285714286,8472.4,102021.4,9139,102257.333333333,8.54637992409756,8.5526673497982,8.30453218638443,8.93725633369408
